序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
2219,01740,新石文化,0.075,-0.003,-3.85,0.078,0.078,0.075,0.078,35000.0,2685.0
2220,02023,中国绿岛科技,0.75,-0.03,-3.85,0.75,0.76,0.72,0.78,128000.0,94520.0
2221,01180,汇彩控股,0.75,-0.03,-3.85,0.79,0.79,0.74,0.78,706400.0,535952.0
2222,00947,摩比发展,0.15,-0.006,-3.85,0.152,0.159,0.148,0.156,260300.0,39341.0
2223,03836,和谐汽车,1.25,-0.05,-3.85,1.3,1.3,1.25,1.3,1709500.0,2167940.0
2224,01732,象兴国际,0.25,-0.01,-3.85,0.25,0.275,0.24,0.26,3640000.0,924920.0
2225,08205,交大慧谷,0.5,-0.02,-3.85,0.52,0.52,0.5,0.52,44000.0,22600.0
2226,01657,桦欣控股,15.0,-0.6,-3.85,15.2,15.2,15.0,15.6,2500.0,37800.0
2227,00211,STYLAND HOLD,0.25,-0.01,-3.85,0.275,0.275,0.25,0.26,151124.0,38375.0
2228,02586,多点数智,8.72,-0.35,-3.86,9.1,9.18,8.68,9.07,2076782.0,18416853.0
2229,06680,金力永磁,23.32,-0.94,-3.87,24.08,24.88,23.2,24.26,19958520.0,479752864.0
2230,03301,融信中国,0.174,-0.007,-3.87,0.181,0.181,0.173,0.181,1080000.0,189031.0
2231,01359,中国信达,1.24,-0.05,-3.88,1.29,1.29,1.23,1.29,76603472.0,96105597.0
2232,00340,潼关黄金,2.97,-0.12,-3.88,3.21,3.25,2.96,3.09,29580776.0,90160076.0
2233,01286,鹰普精密,4.2,-0.17,-3.89,4.37,4.37,4.13,4.37,2251000.0,9435240.0
2234,02431,佑驾创新,22.76,-0.92,-3.89,23.92,24.04,22.58,23.68,584045.0,13458471.0
2235,01458,周黑鸭,1.97,-0.08,-3.9,2.05,2.09,1.97,2.05,942500.0,1890027.0
2236,09826,GX中国云算-U,8.5,-0.345,-3.9,8.64,8.675,8.5,8.845,5350.0,45868.0
2237,00242,信德集团,0.74,-0.03,-3.9,0.77,0.78,0.74,0.77,5247878.0,3968529.0
2238,02611,国泰海通,15.05,-0.61,-3.9,15.7,15.7,14.96,15.66,18970493.0,287864960.0
2239,01142,能源及能量环球,2.46,-0.1,-3.91,2.59,2.59,2.13,2.56,15450275.0,36153318.0
2240,03377,远洋集团,0.123,-0.005,-3.91,0.127,0.128,0.121,0.128,41953500.0,5183327.0
2241,00558,力劲科技,3.93,-0.16,-3.91,4.13,4.13,3.86,4.09,6250950.0,24634157.0
2242,00136,中国儒意,2.7,-0.11,-3.91,2.8,2.81,2.68,2.81,55023530.0,149433175.0
2243,01333,博雷顿,35.74,-1.46,-3.92,37.26,38.5,35.36,37.2,1106200.0,40862440.0
2244,02100,百奥家庭互动,0.49,-0.02,-3.92,0.495,0.51,0.48,0.51,588000.0,285500.0
2245,02826,GX中国云算,66.1,-2.7,-3.92,67.42,67.5,65.98,68.8,14300.0,955911.0
2246,06886,华泰证券,20.02,-0.82,-3.93,20.92,20.94,19.98,20.84,11618701.0,235994568.0
2247,09069,华夏恒生生科-U,2.048,-0.084,-3.94,2.098,2.106,2.048,2.132,147800.0,307509.0
2248,08473,弥明生活百货,0.122,-0.005,-3.94,0.122,0.122,0.115,0.127,1840000.0,220120.0
2249,07777,南方两倍做多伯克希尔,60.3,-2.48,-3.95,61.24,61.24,59.98,62.78,14830.0,903064.0
2250,00460,四环医药,1.46,-0.06,-3.95,1.52,1.52,1.41,1.52,102446000.0,149738275.0
2251,01033,中石化油服,0.73,-0.03,-3.95,0.76,0.77,0.72,0.76,55813000.0,41399180.0
2252,00943,中证国际,0.219,-0.009,-3.95,0.226,0.226,0.219,0.228,102600.0,22989.0
2253,01094,承辉国际,0.365,-0.015,-3.95,0.375,0.375,0.365,0.38,136000.0,50520.0
2254,01890,中国科培,1.46,-0.06,-3.95,1.51,1.54,1.46,1.52,1166000.0,1723806.0
2255,00189,东岳集团,10.18,-0.42,-3.96,10.6,10.66,10.15,10.6,26423000.0,271340880.0
2256,02627,中慧生物-B,43.58,-1.8,-3.97,45.38,45.38,43.0,45.38,93000.0,4078300.0
2257,03996,中国能源建设,1.21,-0.05,-3.97,1.26,1.26,1.19,1.26,103518000.0,126242484.0
2258,00639,首钢资源,3.14,-0.13,-3.98,3.25,3.25,3.1,3.27,19393611.0,61076485.0
2259,03050,GX中国全球领导,55.48,-2.3,-3.98,57.1,57.1,55.48,57.78,3550.0,199341.0
2260,02559,嘀嗒出行,3.14,-0.13,-3.98,3.36,3.4,3.1,3.27,3744500.0,12157575.0
2261,02835,辉立香港新股,13.23,-0.55,-3.99,13.78,13.78,13.21,13.78,0.0,
2262,01172,融太集团,0.024,-0.001,-4.0,0.025,0.026,0.022,0.025,350000.0,8480.0
2263,01553,迈科管业,1.44,-0.06,-4.0,1.44,1.44,1.44,1.5,28000.0,40320.0
2264,01940,CGII HLDGS,0.72,-0.03,-4.0,0.73,0.73,0.71,0.75,142000.0,102420.0
2265,01592,基石控股,0.024,-0.001,-4.0,0.024,0.024,0.023,0.025,9090000.0,209385.0
2266,00311,联泰控股,0.24,-0.01,-4.0,0.227,0.248,0.21,0.25,208000.0,46902.0
2267,01753,兑吧,0.24,-0.01,-4.0,0.241,0.25,0.235,0.25,398400.0,97274.0
2268,00777,网龙,12.2,-0.51,-4.01,12.68,12.68,12.07,12.71,4445600.0,54903649.0
2269,01024,快手-W,72.95,-3.05,-4.01,76.0,76.0,72.4,76.0,41523666.0,3058744816.0
2270,09899,网易云音乐,243.6,-10.2,-4.02,252.4,254.2,241.0,253.8,472018.0,115644306.0
2271,01610,中粮家佳康,1.67,-0.07,-4.02,1.73,1.74,1.66,1.74,36982000.0,62330165.0
2272,03442,南方港美科技,8.95,-0.375,-4.02,8.95,8.95,8.95,9.325,600.0,5370.0
2273,02150,奈雪的茶,1.19,-0.05,-4.03,1.23,1.24,1.17,1.24,5062500.0,6068952.0
2274,01547,IBI GROUP HLDGS,0.238,-0.01,-4.03,0.238,0.238,0.238,0.248,16000.0,3808.0
2275,02845,GX中国电车,105.9,-4.45,-4.03,110.35,110.35,105.5,110.35,27100.0,2910492.0
2276,01523,珩湾科技,6.43,-0.27,-4.03,6.66,6.68,6.39,6.7,1310274.0,8524294.0
2277,01108,凯盛新能,4.04,-0.17,-4.04,4.23,4.26,4.02,4.21,2010000.0,8251020.0
2278,00412,山高控股,2.85,-0.12,-4.04,2.95,3.08,2.77,2.97,242860300.0,705155616.0
2279,00241,阿里健康,5.92,-0.25,-4.05,6.15,6.17,5.88,6.17,97805360.0,582171952.0
2280,01093,石药集团,8.76,-0.37,-4.05,9.32,9.34,8.7,9.13,136719993.0,1213990576.0
2281,00200,新濠国际发展,4.49,-0.19,-4.06,4.56,4.69,4.47,4.68,13060026.0,59465010.0
2282,83088,华夏恒生科技-R,6.73,-0.285,-4.06,6.805,6.805,6.73,7.015,1600.0,10881.0
2283,89988,阿里巴巴-WR,141.7,-6.0,-4.06,146.1,146.1,140.4,147.7,130100.0,18562500.0
2284,02359,药明康德,101.7,-4.3,-4.06,107.6,107.6,100.9,106.0,4183239.0,430335328.0
2285,00092,冠军科技集团,0.165,-0.007,-4.07,0.17,0.17,0.16,0.172,1080840.0,178029.0
2286,00861,神州控股,2.83,-0.12,-4.07,2.95,2.95,2.81,2.95,9046158.0,25906613.0
2287,02563,华昊中天医药-B,6.36,-0.27,-4.07,6.4,6.64,6.32,6.63,13800.0,88240.0
2288,03393,威胜控股,12.49,-0.53,-4.07,13.0,13.0,12.36,13.02,2567514.0,32118408.0
2289,00884,旭辉控股集团,0.212,-0.009,-4.07,0.218,0.218,0.212,0.221,25604000.0,5518928.0
2290,09926,康方生物,122.6,-5.2,-4.07,129.4,129.6,121.8,127.8,6414755.0,798397440.0
2291,03309,希玛医疗,1.88,-0.08,-4.08,1.92,1.93,1.87,1.96,782000.0,1488260.0
2292,00951,超威动力,1.41,-0.06,-4.08,1.46,1.46,1.41,1.47,888000.0,1269930.0
2293,03983,中海石油化学,2.35,-0.1,-4.08,2.43,2.44,2.34,2.45,3776000.0,8932920.0
2294,81024,快手-WR,66.8,-2.85,-4.09,68.8,68.8,66.5,69.65,29300.0,1982805.0
2295,03933,联邦制药,13.14,-0.56,-4.09,13.75,13.8,13.1,13.7,6258239.0,83474414.0
2296,02269,药明生物,35.16,-1.5,-4.09,36.8,37.02,34.78,36.66,29004695.0,1030309488.0
2297,01211,比亚迪股份,103.2,-4.4,-4.09,107.6,108.4,102.8,107.6,32302387.0,3373548128.0
2298,02126,药明巨诺-B,3.74,-0.16,-4.1,3.9,3.92,3.68,3.9,1217187.0,4608955.0
2299,03489,易方达AI,13.79,-0.59,-4.1,14.38,14.38,13.78,14.38,148400.0,2073503.0
2300,00695,东吴水泥,3.98,-0.17,-4.1,4.02,4.12,3.92,4.15,358000.0,1432360.0
2301,02779,中国新华教育,0.7,-0.03,-4.11,0.73,0.75,0.69,0.73,938000.0,665970.0
2302,01112,H&H国际控股,13.05,-0.56,-4.11,13.64,13.7,12.96,13.61,1414000.0,18721497.0
2303,01869,猫屎咖啡控股,0.093,-0.004,-4.12,0.1,0.1,0.093,0.097,122500.0,11887.0
2304,01878,南戈壁,2.33,-0.1,-4.12,2.42,2.42,2.31,2.43,417250.0,995219.0
2305,00513,恒和集团,0.163,-0.007,-4.12,0.16,0.163,0.155,0.17,20000.0,3150.0
2306,09699,顺丰同城,12.81,-0.55,-4.12,13.36,13.5,12.4,13.36,3438800.0,44306435.0
2307,01117,现代牧业,1.16,-0.05,-4.13,1.23,1.23,1.16,1.21,16635910.0,19526267.0
2308,03151,PP科创50,9.05,-0.39,-4.13,9.5,9.5,9.05,9.44,820800.0,7517710.0
2309,08367,倩碧控股,0.209,-0.009,-4.13,0.218,0.239,0.208,0.218,155500.0,33824.0
2310,09877,健世科技-B,10.45,-0.45,-4.13,10.69,11.19,10.2,10.9,767000.0,8095430.0
2311,01712,龙资源,8.36,-0.36,-4.13,9.02,9.08,8.22,8.72,4353200.0,36882642.0
2312,02506,讯飞医疗科技,88.05,-3.8,-4.14,92.0,92.2,88.0,91.85,135100.0,12129212.0
2313,00772,阅文集团,35.62,-1.54,-4.14,37.2,37.26,35.38,37.16,2942837.0,105733304.0
2314,01349,复旦张江,3.24,-0.14,-4.14,3.38,3.41,3.24,3.38,2836000.0,9409840.0
2315,01268,美东汽车,1.62,-0.07,-4.14,1.67,1.68,1.61,1.69,1482100.0,2437168.0
2316,01745,驴迹科技,0.162,-0.007,-4.14,0.168,0.169,0.162,0.169,4084000.0,671802.0
2317,09845,GX中国电车-U,13.6,-0.59,-4.16,14.18,14.18,13.6,14.19,26300.0,364350.0
2318,07262,南方两倍做多日经,107.25,-4.65,-4.16,111.9,111.9,107.2,111.9,11610.0,1269782.0
2319,02443,汽车街,3.92,-0.17,-4.16,4.12,4.12,3.91,4.09,5232800.0,20881084.0
2320,03360,远东宏信,6.92,-0.3,-4.16,7.22,7.25,6.87,7.22,7689397.0,53800576.0
2321,09888,百度集团-SW,112.9,-4.9,-4.16,117.8,117.9,112.1,117.8,21595464.0,2453833088.0
2322,03032,恒生科技ETF,5.74,-0.25,-4.17,5.99,5.99,5.71,5.99,69596069.0,403858928.0
2323,01802,文业集团,0.046,-0.002,-4.17,0.047,0.048,0.046,0.048,176000.0,8324.0
2324,01252,中国天瑞水泥,0.345,-0.015,-4.17,0.355,0.355,0.345,0.36,6518000.0,2280450.0
2325,80388,香港交易所-R,380.4,-16.6,-4.18,397.0,397.0,377.6,397.0,49000.0,18751460.0
2326,03088,华夏恒生科技,7.33,-0.32,-4.18,7.65,7.65,7.31,7.65,1092600.0,8115818.0
2327,02149,贝克微,45.9,-2.0,-4.18,48.56,48.56,45.72,47.9,67100.0,3154314.0
2328,02837,GX恒生科技,7.095,-0.31,-4.19,7.4,7.4,7.07,7.405,6228800.0,44942172.0
2329,81211,比亚迪股份-R,94.55,-4.15,-4.2,98.95,98.95,94.45,98.7,43800.0,4198905.0
2330,83151,PP科创50-R,8.325,-0.365,-4.2,8.47,8.48,8.325,8.69,177800.0,1489078.0
2331,03678,弘业期货,3.65,-0.16,-4.2,3.83,3.85,3.64,3.81,7560000.0,28364080.0
2332,01276,恒瑞医药,78.55,-3.45,-4.21,82.2,82.7,77.8,82.0,3698228.0,293520928.0
2333,09686,熙康云医院,0.91,-0.04,-4.21,0.93,0.93,0.9,0.95,58500.0,54090.0
2334,07261,华夏两倍做多纳斯达克100,39.98,-1.76,-4.22,40.7,40.76,39.98,41.74,2200.0,88636.0
2335,00369,永泰地产,1.59,-0.07,-4.22,1.66,1.66,1.59,1.66,216000.0,350960.0
2336,09988,阿里巴巴-W,154.4,-6.8,-4.22,161.0,161.0,153.0,161.2,133552318.0,20779808256.0
2337,00631,三一国际,7.95,-0.35,-4.22,8.25,8.29,7.88,8.3,7943000.0,63620265.0
2338,00916,龙源电力,7.92,-0.35,-4.23,8.26,8.29,7.86,8.27,109455039.0,869943024.0
2339,02521,升辉清洁,0.34,-0.015,-4.23,0.355,0.355,0.34,0.355,862500.0,296887.0
2340,06633,青瓷游戏,2.71,-0.12,-4.24,2.89,2.89,2.71,2.83,34000.0,96580.0
2341,02343,太平洋航运,2.48,-0.11,-4.25,2.59,2.65,2.43,2.59,29873644.0,74874316.0
2342,03431,南方港韩科技,7.43,-0.33,-4.25,7.47,7.47,7.43,7.76,4500.0,33615.0
2343,01519,极兔速递-W,9.9,-0.44,-4.26,10.34,10.36,9.86,10.34,22883486.0,228245148.0
2344,09088,华夏恒生科技-U,0.944,-0.042,-4.26,0.944,0.944,0.944,0.986,0.0,
2345,02550,宜搜科技,2.92,-0.13,-4.26,3.05,3.07,2.9,3.05,4550000.0,13646575.0
2346,03423,招商恒生科技,10.32,-0.46,-4.27,10.73,10.73,10.3,10.78,142110.0,1486902.0
2347,82832,博时科创50-R,8.61,-0.385,-4.28,8.7,8.835,8.61,8.995,88000.0,770790.0
2348,03396,联想控股,9.62,-0.43,-4.28,10.19,10.19,9.52,10.05,3437100.0,33358855.0
2349,03898,时代电气,43.38,-1.94,-4.28,45.28,45.86,43.0,45.32,2876613.0,125944012.0
2350,02801,安硕中国,27.28,-1.22,-4.28,28.5,28.5,27.16,28.5,151200.0,4148524.0
2351,01638,佳兆业集团,0.134,-0.006,-4.29,0.139,0.14,0.134,0.14,9338233.0,1272646.0
2352,01582,华营建筑,0.335,-0.015,-4.29,0.35,0.35,0.33,0.35,292500.0,97925.0
2353,01098,路劲,0.67,-0.03,-4.29,0.69,0.69,0.67,0.7,88000.0,59970.0
2354,09990,祖龙娱乐,2.01,-0.09,-4.29,2.1,2.1,1.99,2.1,1001000.0,2032150.0
2355,01302,先健科技,2.01,-0.09,-4.29,2.11,2.11,2.01,2.1,24562000.0,50471520.0
2356,01231,新矿资源,0.335,-0.015,-4.29,0.35,0.35,0.32,0.35,138000.0,46110.0
2357,00776,帝国科技集团,1.56,-0.07,-4.29,1.51,1.63,1.51,1.63,100000.0,156705.0
2358,01613,协同通信,0.201,-0.009,-4.29,0.229,0.23,0.191,0.21,834752.0,172329.0
2359,01647,雄岸科技,0.089,-0.004,-4.3,0.092,0.092,0.086,0.093,6515000.0,575180.0
2360,08620,亚洲速运,0.089,-0.004,-4.3,0.092,0.092,0.089,0.093,170000.0,15325.0
2361,00673,中国卫生集团,0.445,-0.02,-4.3,0.445,0.455,0.445,0.465,150200.0,67674.0
2362,03690,美团-W,94.5,-4.25,-4.3,98.55,98.6,94.05,98.75,72221262.0,6909172224.0
2363,83690,美团-WR,86.65,-3.9,-4.31,90.85,90.85,86.5,90.55,150500.0,13236430.0
2364,00921,海信家电,23.46,-1.06,-4.32,24.14,24.38,23.22,24.52,2819086.0,66715605.0
2365,02008,凤凰卫视,1.55,-0.07,-4.32,1.58,1.61,1.55,1.62,535000.0,839520.0
2366,03318,中国波顿,1.77,-0.08,-4.32,1.82,1.82,1.74,1.85,98000.0,174700.0
2367,06622,兆科眼科-B,3.1,-0.14,-4.32,3.16,3.21,3.1,3.24,930000.0,2920315.0
2368,01730,LHN,4.87,-0.22,-4.32,4.97,4.97,4.87,5.09,32000.0,156680.0
2369,06911,澜沧古茶,2.87,-0.13,-4.33,3.0,3.0,2.87,3.0,1400.0,4148.0
2370,03033,南方恒生科技,5.635,-0.255,-4.33,5.885,5.885,5.62,5.89,1933466576.0,11094940928.0
2371,02804,PP越南,89.9,-4.08,-4.34,93.66,93.66,89.9,93.98,23550.0,2133245.0
2372,02832,博时科创50,9.375,-0.425,-4.34,9.75,9.75,9.375,9.8,67500.0,641921.0
2373,09878,汇通达网络,15.65,-0.71,-4.34,16.48,16.56,15.55,16.36,733100.0,11603863.0
2374,89888,百度集团-SWR,103.4,-4.7,-4.35,107.0,107.0,102.9,108.1,24900.0,2592095.0
2375,02051,VALA,0.66,-0.03,-4.35,0.66,0.69,0.63,0.69,7327500.0,4833350.0
2376,02147,正味集团,0.044,-0.002,-4.35,0.044,0.044,0.044,0.046,3568000.0,156992.0
2377,00084,宝光实业,0.066,-0.003,-4.35,0.069,0.069,0.063,0.069,1291000.0,84802.0
2378,09868,小鹏汽车-W,79.2,-3.6,-4.35,83.25,83.65,78.6,82.8,18811572.0,1504691296.0
2379,01521,方达控股,1.1,-0.05,-4.35,1.11,1.13,1.1,1.15,602000.0,668120.0
2380,06182,乙德投资控股,0.66,-0.03,-4.35,0.73,0.73,0.65,0.69,1784000.0,1237280.0
2381,01772,赣锋锂业,43.4,-1.98,-4.36,46.2,46.6,43.16,45.38,19908480.0,877034816.0
2382,01314,翠华控股,0.175,-0.008,-4.37,0.18,0.18,0.175,0.183,34000.0,6092.0
2383,03109,南方科创板50,12.44,-0.57,-4.38,12.86,13.01,12.37,13.01,1690800.0,21278277.0
2384,06698,星空华文,1.53,-0.07,-4.38,1.6,1.6,1.53,1.6,505200.0,787146.0
2385,00498,蓝河控股,0.153,-0.007,-4.38,0.146,0.153,0.146,0.16,10295.0,1502.0
2386,01698,腾讯音乐-SW,85.1,-3.9,-4.38,88.0,88.7,84.85,89.0,1471270.0,126628048.0
2387,02110,天成控股,0.153,-0.007,-4.38,0.153,0.16,0.15,0.16,515000.0,78075.0
2388,09008,博时比特币-U,1.046,-0.048,-4.39,1.078,1.08,1.046,1.094,38600.0,41256.0
2389,00400,硬蛋创新,2.61,-0.12,-4.4,2.7,2.77,2.58,2.73,10201000.0,26885575.0
2390,00297,中化化肥,1.52,-0.07,-4.4,1.58,1.59,1.49,1.59,52039830.0,79479009.0
2391,02438,出门问问,0.65,-0.03,-4.41,0.68,0.69,0.65,0.68,8445000.0,5642220.0
2392,06608,百融云-W,9.54,-0.44,-4.41,10.0,10.0,9.47,9.98,697500.0,6712577.0
2393,02555,茶百道,7.81,-0.36,-4.41,8.2,8.2,7.77,8.17,2512360.0,19985963.0
2394,03067,安硕恒生科技,12.11,-0.56,-4.42,12.65,12.65,12.07,12.67,41489578.0,509759728.0
2395,08220,比高集团,3.68,-0.17,-4.42,3.9,3.97,3.68,3.85,105000.0,401000.0
2396,06609,心玮医疗-B,55.15,-2.55,-4.42,56.8,57.25,53.1,57.7,150100.0,8222710.0
2397,00159,布莱克万矿业,0.108,-0.005,-4.42,0.11,0.11,0.108,0.113,636000.0,68956.0
2398,09992,泡泡玛特,275.4,-12.8,-4.44,288.6,291.0,273.2,288.2,15746000.0,4426946304.0
2399,06666,恒大物业,1.07,-0.05,-4.46,1.11,1.12,1.06,1.12,46424500.0,50309980.0
2400,02815,GX中国小巨人,61.22,-2.86,-4.46,61.8,61.8,61.22,64.08,2150.0,132772.0
2401,01833,平安好医生,16.24,-0.76,-4.47,17.08,17.15,16.1,17.0,10040673.0,164095801.0
2402,00697,首程控股,2.13,-0.1,-4.48,2.24,2.24,2.12,2.23,80172537.0,173546571.0
2403,00070,金粤控股,0.064,-0.003,-4.48,0.065,0.065,0.064,0.067,330000.0,21340.0
2404,01612,永胜医疗,0.85,-0.04,-4.49,0.89,0.89,0.85,0.89,2020000.0,1751300.0
2405,02865,钧达股份,18.1,-0.85,-4.49,19.24,19.24,18.02,18.95,1118300.0,20498030.0
2406,01419,盈健医疗,0.85,-0.04,-4.49,0.89,0.89,0.85,0.89,350000.0,306080.0
2407,07266,南方两倍做多纳斯达克100,30.2,-1.42,-4.49,31.0,31.04,30.08,31.62,138700.0,4235030.0
2408,02807,GX中国机智,57.32,-2.7,-4.5,60.6,60.6,57.02,60.02,157000.0,9118169.0
2409,03899,中集安瑞科,7.83,-0.37,-4.51,8.19,8.3,7.81,8.2,4637156.0,37057320.0
2410,02416,易点云,1.9,-0.09,-4.52,2.0,2.0,1.9,1.99,265000.0,521990.0
2411,00175,吉利汽车,18.38,-0.87,-4.52,19.2,19.2,18.28,19.25,78848933.0,1465596208.0
2412,02818,潘渡比特币,6.955,-0.33,-4.53,7.285,7.285,6.95,7.285,146100.0,1037588.0
2413,09430,MBC比特币-U,0.927,-0.044,-4.53,0.971,0.971,0.927,0.971,0.0,
2414,02410,同源康医药-B,15.38,-0.73,-4.53,16.27,16.83,15.26,16.11,8196913.0,132460328.0
2415,00317,中船防务,14.53,-0.69,-4.53,15.06,15.23,14.41,15.22,4240000.0,62322660.0
2416,09936,稀美资源,5.9,-0.28,-4.53,6.4,6.4,5.87,6.18,305000.0,1838650.0
2417,02383,TOM集团,0.42,-0.02,-4.55,0.43,0.435,0.42,0.44,144000.0,61640.0
2418,01996,弘阳地产,0.042,-0.002,-4.55,0.044,0.045,0.042,0.044,117000.0,4973.0
2419,01301,德基科技控股,0.42,-0.02,-4.55,0.435,0.435,0.42,0.44,66000.0,28300.0
2420,09807,GX中国机智-U,7.35,-0.35,-4.55,7.705,7.705,7.35,7.7,8900.0,66924.0
2421,00302,中手游,0.42,-0.02,-4.55,0.435,0.44,0.415,0.44,6084000.0,2588430.0
2422,01741,成志控股,0.21,-0.01,-4.55,0.22,0.22,0.208,0.22,180000.0,37760.0
2423,01280,奇点国峰,4.2,-0.2,-4.55,4.4,4.4,4.14,4.4,508500.0,2139305.0
2424,01490,车市科技,0.189,-0.009,-4.55,0.191,0.191,0.189,0.198,64000.0,12352.0
2425,02121,创新奇智,6.72,-0.32,-4.55,7.04,7.05,6.65,7.04,2994686.0,20340911.0
2426,06069,盛业,10.04,-0.48,-4.56,10.47,10.64,10.02,10.52,5325000.0,54349810.0
2427,09439,嘉实比特币-U,1.668,-0.08,-4.58,1.668,1.668,1.668,1.748,0.0,
2428,02155,森松国际,9.57,-0.46,-4.59,10.02,10.04,9.52,10.03,3231000.0,31416210.0
2429,03660,奇富科技-S,97.6,-4.7,-4.59,101.6,102.5,97.35,102.3,74900.0,7376777.0
2430,09151,PP科创50-U,1.164,-0.056,-4.59,1.176,1.176,1.164,1.22,33200.0,38972.0
2431,03448,GX中国科技,114.2,-5.5,-4.59,120.0,120.0,113.75,119.7,61550.0,7118625.0
2432,00484,云游控股,0.83,-0.04,-4.6,0.84,0.85,0.83,0.87,86000.0,72040.0
2433,02858,易鑫集团,2.48,-0.12,-4.62,2.58,2.6,2.46,2.6,16935999.0,42413772.0
2434,09916,兴业物联,0.31,-0.015,-4.62,0.32,0.32,0.31,0.325,72000.0,22550.0
2435,01111,华视集团控股,0.31,-0.015,-4.62,0.32,0.32,0.31,0.325,1092000.0,341240.0
2436,02137,腾盛博药-B,1.86,-0.09,-4.62,1.92,1.95,1.84,1.95,6916000.0,13047540.0
2437,02198,中国三江化工,2.48,-0.12,-4.62,2.59,2.59,2.44,2.6,2663000.0,6634430.0
2438,03185,GX金融科技,47.4,-2.3,-4.63,48.14,48.14,47.4,49.7,1950.0,93113.0
2439,00666,瑞浦兰钧,13.55,-0.66,-4.64,14.22,14.22,13.31,14.21,4522588.0,61701838.0
2440,00522,ASMPT,84.2,-4.1,-4.64,87.2,87.65,83.6,88.3,2241200.0,189633949.0
2441,02357,中航科工,4.1,-0.2,-4.65,4.28,4.32,4.06,4.3,46882907.0,196216203.0
2442,02160,心通医疗-B,1.23,-0.06,-4.65,1.29,1.29,1.23,1.29,9359000.0,11702930.0
2443,00909,明源云,3.07,-0.15,-4.66,3.25,3.25,3.06,3.22,13088000.0,40876482.0
2444,03066,FA南方比特币,34.8,-1.7,-4.66,36.0,36.0,34.74,36.5,341472.0,12126858.0
2445,00090,普星能量,1.43,-0.07,-4.67,1.5,1.5,1.43,1.5,150000.0,218500.0
2446,83042,华夏比特币-R,11.84,-0.58,-4.67,12.19,12.23,11.84,12.42,4700.0,57263.0
2447,03430,MBC比特币,7.215,-0.355,-4.69,7.43,7.44,7.215,7.57,6800.0,50340.0
2448,00028,天安,4.67,-0.23,-4.69,4.7,4.74,4.65,4.9,68000.0,318990.0
2449,03135,FA三星比特币,34.98,-1.72,-4.69,36.08,36.1,34.98,36.7,34850.0,1226491.0
2450,09042,华夏比特币-U,1.66,-0.082,-4.71,1.71,1.71,1.66,1.742,200000.0,339000.0
2451,08612,维亮控股,0.081,-0.004,-4.71,0.08,0.081,0.08,0.085,20000.0,1600.0
2452,00815,中国白银集团,0.81,-0.04,-4.71,0.9,0.9,0.8,0.85,163598700.0,136822061.0
2453,01205,中信资源,0.405,-0.02,-4.71,0.425,0.425,0.405,0.425,30416000.0,12768380.0
2454,02407,高视医疗,8.9,-0.44,-4.71,9.32,9.4,8.9,9.34,50300.0,458156.0
2455,02068,中铝国际,2.42,-0.12,-4.72,2.5,2.58,2.4,2.54,4663000.0,11538020.0
2456,02076,BOSS直聘-W,80.8,-4.0,-4.72,83.0,83.0,80.55,84.8,109500.0,8904830.0
2457,03042,华夏比特币,12.88,-0.64,-4.73,13.42,13.42,12.87,13.52,1807800.0,23632448.0
2458,00358,江西铜业股份,31.32,-1.56,-4.74,33.36,33.6,31.02,32.88,39169235.0,1237583312.0
2459,80175,吉利汽车-R,16.86,-0.84,-4.75,17.4,17.4,16.83,17.7,231000.0,3974190.0
2460,02552,华领医药-B,3.61,-0.18,-4.75,3.77,3.79,3.61,3.79,3840000.0,14115093.0
2461,00179,德昌电机控股,32.82,-1.64,-4.76,34.92,34.92,32.32,34.46,8454091.0,280973856.0
2462,00235,中策资本控股,0.04,-0.002,-4.76,0.042,0.043,0.04,0.042,106370000.0,4391695.0
2463,06060,众安在线,15.81,-0.79,-4.76,16.63,16.63,15.55,16.6,24427855.0,387966416.0
2464,09968,汇景控股,0.02,-0.001,-4.76,0.021,0.021,0.019,0.021,950000.0,19004.0
2465,00564,中创智领,20.82,-1.04,-4.76,21.72,21.76,20.7,21.86,3446715.0,72367468.0
2466,02178,百勤油服,0.06,-0.003,-4.76,0.062,0.063,0.059,0.063,303000.0,18515.0
2467,01400,满地科技股份,0.02,-0.001,-4.76,0.02,0.02,0.02,0.021,590000.0,11800.0
2468,01321,中国新城市,0.8,-0.04,-4.76,0.8,0.8,0.8,0.84,26000.0,20800.0
2469,06188,迪信通,0.6,-0.03,-4.76,0.69,0.69,0.53,0.63,1266500.0,732660.0
2470,02250,小黄鸭德盈,1.0,-0.05,-4.76,1.05,1.08,0.98,1.05,487000.0,505590.0
2471,00323,马鞍山钢铁股份,2.59,-0.13,-4.78,2.73,2.8,2.57,2.72,26991999.0,71330437.0
2472,00799,IGG,3.98,-0.2,-4.78,4.15,4.15,3.96,4.18,4459700.0,18010079.0
2473,03439,嘉实比特币,12.93,-0.65,-4.79,13.39,13.39,12.93,13.58,235700.0,3089413.0
2474,00703,FUTURE BRIGHT,0.139,-0.007,-4.79,0.144,0.144,0.138,0.146,108000.0,14940.0
2475,06922,康沣生物-B,6.54,-0.33,-4.8,6.8,6.86,6.3,6.87,610800.0,3937206.0
